Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
a37804e66c00a2051bf0559c97c6ab8a	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__Fastidiosipila	0.9999751022791803
830556417a3661be823a2bc88cbb26d5	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.991407135498637
f84e7eeb5de9e8375bf0fac4cdffe066	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Oblitimonas	0.999851164400991
832e56a198a6f62814c1843c94056909	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	0.9894464409382843
7454735a4551178a90e4805dc150c718	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Aminobacterium	0.9918152573400983
4db970d6bb24fccdd52c714835c8f2bb	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.8216867216978054
966b19a13130d60f05588914768900fe	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	0.916365485680206
5186328403476205a9871a8a69d40143	d__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium	0.9989632204024494
7eeacceba9674d91a65e91ef79cb38ca	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	0.99975849139234
3c81266577d1fa34d82d8f5159bc391f	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.9999999980675899
aabdc5ed41f583e9187aa0a6dec1bb75	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Helcococcus	0.9999997236266251
2b47498a5f76711aee842a6abc25ce40	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcales-Tissierellales;g__Anaerococcus	0.9999999999999883
b7dd452b840acdd41ea50f7f07af85d9	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	0.9998601813472856
35b91b23a4598c139c364dc36ecabb2d	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium	0.9341203297784554
0497e48917d9c2f857de89b8b4baf1e4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.9995265659417089
663d6cd852167d31dbeb61408828103a	d__Bacteria;p__Firmicutes	0.7725290941304485
aa3d8baac2ab695a51375b7d3b29aca4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Rikenellaceae_RC9_gut_group	0.9999361036519883
0c7e34b3f516cbcf84bb645dae7120a3	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_1	0.7952526025816625
24f43a0b8964a53e3c72148ff0505ee4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.9988565905456209
31504d3655e37ba4fdb9ebe12eb6add2	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema	0.9979772370015482
2ec1c87b9e128a6f84bacac2673fd945	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_UCG-001;g__Bacteroidales_UCG-001	0.9999993285992426
945656120b2fd80e8f127d92514c2631	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	0.9999999999977818
